Det,etie_nomtienda_0,ID pedido,Sum_Cant piezas,Fecha de entrega,Estatus,Venta Neta,Fin de captura
3852,PLATEROS,27808643,41,6/10/2019 15:00,7,783.4169565,5/10/2019 11:00
3631,TONALA,27808704,1,6/10/2019 20:00,7,432.95,5/10/2019 11:10
3845,UNIVERSIDAD,27810674,29,6/10/2019 20:00,7,990.2569565,5/10/2019 15:19
4048,MERIDA PENSIONES,27811394,35,6/10/2019 20:00,7,767.36,5/10/2019 16:35
3877,TORRES DE LINDA VISTA,27812523,2,6/10/2019 12:00,7,171.55,2/10/2019 9:31
3721,AVILA CAMACHO,27812524,1,6/10/2019 12:00,7,171.55,2/10/2019 10:57
2379,CULIACAN,27812527,2,6/10/2019 9:00,7,0,2/10/2019 12:55
1770,PATIO SANTA FE,27812529,2,6/10/2019 16:00,7,199,2/10/2019 13:23
1032,LOMAS VERDES,27812530,1,6/10/2019 15:00,7,215.52,2/10/2019 14:15
2342,VALLARTA,27812531,1,6/10/2019 11:00,7,1284.48,2/10/2019 14:28
2079,CD. JARDIN,27812533,15,6/10/2019 9:00,7,699.5169565,1/10/2019 23:39
1107,IXTAPALUCA,27812534,1,6/10/2019 17:00,7,300.95,2/10/2019 14:42
3852,PLATEROS,27812540,1,6/10/2019 13:00,7,227.59,2/10/2019 21:23
3886,LAS ANIMAS,27812544,6,6/10/2019 11:00,7,147.5469565,3/10/2019 18:34
4048,MERIDA PENSIONES,27812547,2,6/10/2019 17:00,7,126,3/10/2019 22:12
2079,CD. JARDIN,27812548,33,6/10/2019 18:00,7,581.82,3/10/2019 19:01
2079,CD. JARDIN,27812550,12,6/10/2019 11:00,7,340.7769565,3/10/2019 14:23
1580,EL ROSARIO,27812552,34,6/10/2019 11:00,7,1007,2/10/2019 10:27
3895,TEPIC,27812553,3,6/10/2019 15:00,7,212.92,4/10/2019 0:52
3588,PARAISO CUERNAVACA,27812554,26,6/10/2019 12:00,7,1079.45,2/10/2019 15:32
2356,QUERETARO,27812555,15,6/10/2019 9:00,7,230.1869565,3/10/2019 18:39
4012,JARDINES DEL SOL,27812556,2,6/10/2019 19:00,7,45,4/10/2019 11:19
3861,REVOLUCION,27812557,12,6/10/2019 20:00,7,693.7469565,4/10/2019 9:03
3069,LOS CABOS,27812558,49,6/10/2019 13:00,7,1780.96,2/10/2019 6:39
3861,REVOLUCION,27812560,23,6/10/2019 12:00,7,673.66,3/10/2019 16:15
2079,CD. JARDIN,27812561,19,6/10/2019 9:00,7,495.7369565,2/10/2019 20:00
1770,PATIO SANTA FE,27812562,38,6/10/2019 17:00,7,1134.036957,3/10/2019 20:36
5749,PLAZA DE TOROS,27812564,4,6/10/2019 10:00,7,513.88,4/10/2019 13:20
2463,VERACRUZ,27812566,15,6/10/2019 10:00,7,163.6469565,4/10/2019 10:19
3114,CUMBRES,27812567,18,6/10/2019 18:00,7,509.88,3/10/2019 19:17
5765,LAS AMERICAS,27812568,1,6/10/2019 16:00,7,64.66,4/10/2019 10:36
1513,PORTAL CENTRO,27812569,8,6/10/2019 10:00,7,322.4069565,4/10/2019 12:32
3114,CUMBRES,27812570,6,6/10/2019 18:00,7,332.5,4/10/2019 9:25
3630,LAS ADELITAS,27812571,82,6/10/2019 11:00,7,600.6469565,4/10/2019 14:27
2076,MIGUEL ALEMAN,27812573,40,6/10/2019 13:00,7,422.88,3/10/2019 0:44
1580,EL ROSARIO,27812576,4,6/10/2019 16:00,7,287.31,4/10/2019 15:14
3872,BALBUENA,27812577,64,6/10/2019 10:00,7,1680.216957,4/10/2019 11:44
2644,PATIO TLALPAN,27812578,34,6/10/2019 11:00,7,1090.306957,2/10/2019 21:38
2433,TORRES LANDA,27812579,24,6/10/2019 10:00,7,975.9269565,4/10/2019 12:44
3846,BUENAVISTA,27812580,30,6/10/2019 20:00,7,800.6669565,3/10/2019 21:46
3854,PIRULES,27812581,24,6/10/2019 20:00,7,590.9869565,4/10/2019 9:49
2342,VALLARTA,27812585,16,6/10/2019 12:00,7,359.7569565,4/10/2019 15:32
2431,SAN LUIS POTOSI,27812589,1,6/10/2019 10:00,7,144.5369565,4/10/2019 17:09
3239,PASEO REAL,27812590,10,6/10/2019 9:00,7,390,4/10/2019 16:33
3721,AVILA CAMACHO,27812594,18,6/10/2019 21:00,7,437.6769565,4/10/2019 17:40
1489,HIPERPLAZA TEXCOCO,27812595,2,6/10/2019 16:00,7,88.9,4/10/2019 19:24
1513,PORTAL CENTRO,27812598,27,6/10/2019 16:00,7,827.1269565,4/10/2019 13:38
1513,PORTAL CENTRO,27812600,16,6/10/2019 10:00,7,433.0769565,3/10/2019 23:24
1140,PLAZA SAN PEDRO,27812601,106,6/10/2019 10:00,7,0,4/10/2019 15:19
3846,BUENAVISTA,27812602,25,6/10/2019 21:00,7,859.5569565,4/10/2019 11:46
2033,PLAZA ORIENTE,27812607,2,6/10/2019 16:00,7,188.78,3/10/2019 22:36
1513,PORTAL CENTRO,27812608,17,6/10/2019 9:00,7,425.8469565,4/10/2019 16:42
3876,LAS AGUILAS,27812610,13,6/10/2019 9:00,7,-33.91304348,4/10/2019 13:55
1513,PORTAL CENTRO,27812612,42,6/10/2019 9:00,7,1300.336957,4/10/2019 16:07
1513,PORTAL CENTRO,27812613,10,6/10/2019 12:00,7,647.6269565,4/10/2019 12:28
3857,VILLA COAPA,27812614,26,6/10/2019 15:00,7,631.3669565,4/10/2019 18:41
1513,PORTAL CENTRO,27812615,3,6/10/2019 13:00,7,402.59,4/10/2019 16:42
3895,TEPIC,27812616,49,6/10/2019 20:00,7,1444.206957,3/10/2019 21:58
2074,CARRETERA 57,27812618,2,6/10/2019 11:00,7,318.6769565,4/10/2019 16:04
4157,PERIFERICO CUAUTITLAN,27812620,21,6/10/2019 11:00,7,821.7269565,4/10/2019 14:45
5749,PLAZA DE TOROS,27812621,25,6/10/2019 12:00,7,635.5069565,4/10/2019 19:46
5765,LAS AMERICAS,27812622,3,6/10/2019 14:00,7,484.49,4/10/2019 18:48
1203,SUPER PLAZA ECATEPEC,27812623,8,6/10/2019 10:00,7,1375.88,4/10/2019 21:02
1770,PATIO SANTA FE,27812624,5,6/10/2019 11:00,7,160.8369565,4/10/2019 19:03
2346,AGUASCALIENTES,27812625,60,6/10/2019 11:00,7,1147.976957,4/10/2019 16:41
2734,PLAZA ANA,27812626,2,6/10/2019 10:00,7,153,4/10/2019 20:59
3851,AEROPUERTO,27812627,2,6/10/2019 11:00,7,262,5/10/2019 0:29
1580,EL ROSARIO,27812629,135,6/10/2019 16:00,7,1995.74,4/10/2019 14:54
3877,TORRES DE LINDA VISTA,27812630,13,6/10/2019 19:00,7,543.5169565,4/10/2019 20:43
1513,PORTAL CENTRO,27812632,10,6/10/2019 17:00,7,344.7969565,4/10/2019 21:13
1513,PORTAL CENTRO,27812633,5,6/10/2019 13:00,7,412.3569565,5/10/2019 0:38
1108,ALTOZANO,27812634,71,6/10/2019 10:00,7,2378.9,2/10/2019 20:41
3846,BUENAVISTA,27812635,45,6/10/2019 10:00,7,1587.476957,4/10/2019 17:56
3851,AEROPUERTO,27812637,46,6/10/2019 15:00,7,707.4969565,4/10/2019 20:17
2448,PUNTA DEL ESTE,27812638,24,6/10/2019 18:00,7,607.85,4/10/2019 18:22
3630,LAS ADELITAS,27812639,84,6/10/2019 14:00,7,2090.42,4/10/2019 12:10
1022,LOPEZ MATEOS,27812640,4,6/10/2019 11:00,7,265.8,3/10/2019 22:09
3852,PLATEROS,27812641,3,6/10/2019 14:00,7,1044.946957,4/10/2019 18:06
1513,PORTAL CENTRO,27812642,33,6/10/2019 9:00,7,2026.856957,4/10/2019 17:28
3854,PIRULES,27812644,29,6/10/2019 19:00,7,409.2169565,4/10/2019 11:37
1513,PORTAL CENTRO,27812646,13,6/10/2019 9:00,7,254.4369565,4/10/2019 21:15
1015,IRAPUATO,27812647,6,6/10/2019 16:00,7,941.1,4/10/2019 20:39
3850,ECHEGARAY,27812652,48,6/10/2019 9:00,7,1254.466957,4/10/2019 21:42
3845,UNIVERSIDAD,27812653,42,6/10/2019 9:00,7,751.4369565,4/10/2019 21:57
1513,PORTAL CENTRO,27812654,22,6/10/2019 19:00,7,669.9869565,4/10/2019 21:48
1513,PORTAL CENTRO,27812655,18,6/10/2019 9:00,7,409.7169565,4/10/2019 14:47
1203,SUPER PLAZA ECATEPEC,27812656,61,6/10/2019 10:00,7,1094.546957,4/10/2019 13:20
2079,CD. JARDIN,27812657,14,6/10/2019 10:00,7,542.6,4/10/2019 21:30
3861,REVOLUCION,27812659,34,6/10/2019 13:00,7,874.3469565,4/10/2019 20:29
3630,LAS ADELITAS,27812661,2,6/10/2019 13:00,7,317.24,4/10/2019 17:33
2284,COFRADIAS,27812665,56,6/10/2019 9:00,7,1361.926957,4/10/2019 18:19
1489,HIPERPLAZA TEXCOCO,27812666,1,6/10/2019 11:00,7,300.6169565,4/10/2019 18:00
1489,HIPERPLAZA TEXCOCO,27812667,18,6/10/2019 16:00,7,631.36,4/10/2019 19:13
3878,NINO OBRERO,27812668,9,6/10/2019 11:00,7,154.64,4/10/2019 22:18
3853,SAN MANUEL,27812669,3,6/10/2019 17:00,7,429.0169565,4/10/2019 14:34
1015,IRAPUATO,27812670,1,6/10/2019 16:00,7,135.28,4/10/2019 23:38
2347,TLAHUAC,27812672,6,6/10/2019 10:00,7,278.2,5/10/2019 1:33
2466,CUITLAHUAC,27812673,17,6/10/2019 20:00,7,340.4169565,4/10/2019 21:17
3505,POLIGONO SUR,27812674,34,6/10/2019 18:00,7,1535.406957,4/10/2019 19:34
3069,LOS CABOS,27812676,5,6/10/2019 10:00,7,694.33,5/10/2019 2:32
3846,BUENAVISTA,27812677,14,6/10/2019 13:00,7,576.84,4/10/2019 20:06
3863,PERIFERICO SUR,27812678,34,6/10/2019 10:00,7,926.8069565,4/10/2019 22:22
3721,AVILA CAMACHO,27812680,37,6/10/2019 9:00,7,1363.356957,4/10/2019 22:07
2466,CUITLAHUAC,27812681,21,6/10/2019 14:00,7,1081.356957,4/10/2019 17:05
3114,CUMBRES,27812682,46,6/10/2019 10:00,7,1227.596957,4/10/2019 21:35
4155,TIJUANA 2000,27812684,4,6/10/2019 9:00,7,493.09,4/10/2019 21:15
2053,BLVD COLOSIO,27812685,50,6/10/2019 12:00,7,1396.076957,5/10/2019 0:44
5702,SANTIN,27812687,64,6/10/2019 9:00,7,1258.006957,4/10/2019 17:36
1621,LA ANTORCHA,27812688,2,6/10/2019 15:00,7,171.55,4/10/2019 22:12
1580,EL ROSARIO,27812690,18,6/10/2019 11:00,7,250.0869565,4/10/2019 21:07
2382,INTERLOMAS,27812691,95,6/10/2019 9:00,7,2933.326957,4/10/2019 20:05
1489,HIPERPLAZA TEXCOCO,27812692,2,6/10/2019 14:00,7,118.96,4/10/2019 19:41
3862,AZCAPOTZALCO,27812694,41,6/10/2019 9:00,7,1218.56,5/10/2019 0:04
2033,PLAZA ORIENTE,27812695,65,6/10/2019 20:00,7,1620.336957,4/10/2019 22:09
4628,LAS ANTENAS,27812696,66,6/10/2019 13:00,7,1684.366957,4/10/2019 23:59
1203,SUPER PLAZA ECATEPEC,27812699,6,6/10/2019 10:00,7,850.5669565,4/10/2019 22:00
4071,PATRIA,27812701,167,6/10/2019 12:00,7,4537.836957,4/10/2019 21:42
1513,PORTAL CENTRO,27812702,5,6/10/2019 14:00,7,234.8569565,5/10/2019 0:16
1016,MERIDA NORTE,27812703,33,6/10/2019 10:00,7,851.9169565,5/10/2019 10:14
4062,MANZANILLO,27812704,31,6/10/2019 9:00,7,1123.356957,5/10/2019 9:40
2079,CD. JARDIN,27812706,33,6/10/2019 18:00,7,814.7169565,4/10/2019 21:55
3850,ECHEGARAY,27812707,66,6/10/2019 9:00,7,1004.636957,5/10/2019 9:14
2342,VALLARTA,27812709,32,6/10/2019 9:00,7,1290.606957,5/10/2019 1:11
1054,COLIMA NORTE,27812710,9,6/10/2019 11:00,7,1640.086957,5/10/2019 7:38
2033,PLAZA ORIENTE,27812711,27,6/10/2019 9:00,7,1371.406957,5/10/2019 11:19
4012,JARDINES DEL SOL,27812712,33,6/10/2019 9:00,7,934.4069565,4/10/2019 23:45
1513,PORTAL CENTRO,27812713,44,6/10/2019 12:00,7,1447.016957,5/10/2019 5:49
3721,AVILA CAMACHO,27812714,30,6/10/2019 12:00,7,836.7069565,5/10/2019 9:16
3872,BALBUENA,27812715,47,6/10/2019 10:00,7,893.4269565,4/10/2019 19:17
1195,GALERIAS LAS TORRES,27812716,48,6/10/2019 10:00,7,1278.46,4/10/2019 23:30
3852,PLATEROS,27812717,8,6/10/2019 20:00,7,177.6269565,5/10/2019 11:19
383,PUERTA TLATELOLCO,27812718,28,6/10/2019 10:00,7,549.8969565,5/10/2019 9:41
3863,PERIFERICO SUR,27812719,38,6/10/2019 11:00,7,1567.586957,4/10/2019 18:12
2464,MIRAMONTES,27812720,10,6/10/2019 10:00,7,372.7569565,5/10/2019 0:11
3721,AVILA CAMACHO,27812721,18,6/10/2019 10:00,7,381.7369565,5/10/2019 10:43
1107,IXTAPALUCA,27812722,1,6/10/2019 11:00,7,464.66,5/10/2019 9:03
2989,VALLE REAL,27812723,18,6/10/2019 9:00,7,923.5769565,5/10/2019 10:31
1513,PORTAL CENTRO,27812725,27,6/10/2019 10:00,7,919.4469565,5/10/2019 9:50
3061,PACHUCA,27812726,1,6/10/2019 10:00,7,98.30695652,5/10/2019 9:04
2448,PUNTA DEL ESTE,27812727,46,6/10/2019 13:00,7,1062.096957,5/10/2019 10:18
3790,METEPEC,27812728,2,6/10/2019 13:00,7,699,5/10/2019 10:37
1621,LA ANTORCHA,27812729,18,6/10/2019 9:00,7,621.4569565,5/10/2019 10:21
1513,PORTAL CENTRO,27812730,1,6/10/2019 21:00,7,4965.086957,4/10/2019 21:24
1513,PORTAL CENTRO,27812731,21,6/10/2019 10:00,7,632.0669565,5/10/2019 8:07
2670,TLALPAN,27812732,106,6/10/2019 10:00,7,3617.916957,4/10/2019 22:42
2345,TEPEYAC,27812733,15,6/10/2019 9:00,7,359.8569565,5/10/2019 11:03
1513,PORTAL CENTRO,27812735,48,6/10/2019 16:00,7,1285.776957,5/10/2019 11:11
2446,AVERANDA,27812737,71,6/10/2019 10:00,7,1548.5,4/10/2019 23:11
3886,LAS ANIMAS,27812738,12,6/10/2019 9:00,7,231.7769565,5/10/2019 10:23
2676,LA FE,27812739,51,6/10/2019 9:00,7,1311.996957,5/10/2019 9:18
2347,TLAHUAC,27812743,11,6/10/2019 18:00,7,414.6469565,4/10/2019 22:07
1513,PORTAL CENTRO,27812744,21,6/10/2019 20:00,7,540.9169565,5/10/2019 8:30
2284,COFRADIAS,27812745,8,6/10/2019 10:00,7,448.2769565,5/10/2019 0:44
1513,PORTAL CENTRO,27812747,2,6/10/2019 13:00,7,255.0869565,4/10/2019 22:50
3872,BALBUENA,27812748,19,6/10/2019 10:00,7,407.2569565,5/10/2019 10:20
2079,CD. JARDIN,27812750,2,6/10/2019 14:00,7,235,5/10/2019 0:53
3863,PERIFERICO SUR,27812751,23,6/10/2019 11:00,7,813.4869565,5/10/2019 10:48
3511,PORTAL TLALNEPANTLA,27812752,19,6/10/2019 9:00,7,481.7569565,5/10/2019 11:16
2074,CARRETERA 57,27812753,22,6/10/2019 10:00,7,474.01,5/10/2019 9:52
1513,PORTAL CENTRO,27812755,24,6/10/2019 10:00,7,542.1969565,5/10/2019 8:55
3862,AZCAPOTZALCO,27812756,21,6/10/2019 12:00,7,497.0569565,5/10/2019 12:24
3850,ECHEGARAY,27812757,40,6/10/2019 11:00,7,1810.796957,5/10/2019 10:39
1513,PORTAL CENTRO,27812758,45,6/10/2019 9:00,7,742.07,5/10/2019 8:36
1513,PORTAL CENTRO,27812759,20,6/10/2019 15:00,7,782.3169565,5/10/2019 10:26
3857,VILLA COAPA,27812760,19,6/10/2019 10:00,7,946.9569565,5/10/2019 11:40
3863,PERIFERICO SUR,27812761,47,6/10/2019 11:00,7,1505.26,5/10/2019 11:06
3030,BLVD. MORELOS,27812763,15,6/10/2019 12:00,7,677.41,5/10/2019 10:51
3850,ECHEGARAY,27812765,28,6/10/2019 12:00,7,1261.096957,5/10/2019 12:29
3263,PILARES,27812766,33,6/10/2019 11:00,7,1455.586957,5/10/2019 12:03
2431,SAN LUIS POTOSI,27812767,26,6/10/2019 11:00,7,957.5469565,5/10/2019 11:17
2431,SAN LUIS POTOSI,27812768,67,6/10/2019 11:00,7,1148.566957,5/10/2019 11:21
4048,MERIDA PENSIONES,27812770,13,6/10/2019 11:00,7,184.91,5/10/2019 11:06
1139,LA HUASTECA,27812771,1,6/10/2019 12:00,7,134.56,5/10/2019 12:31
3857,VILLA COAPA,27812772,23,6/10/2019 11:00,7,535.4369565,5/10/2019 12:26
4012,JARDINES DEL SOL,27812773,15,6/10/2019 10:00,7,573.2569565,5/10/2019 12:19
4139,CAMPECHE,27812774,62,6/10/2019 9:00,7,1386.9,5/10/2019 9:57
1513,PORTAL CENTRO,27812775,75,6/10/2019 12:00,7,3002.006957,5/10/2019 6:10
3853,SAN MANUEL,27812776,55,6/10/2019 10:00,7,1347.206957,5/10/2019 9:28
2034,LAS TORRES,27812777,14,6/10/2019 18:00,7,321.6269565,5/10/2019 10:53
3176,OJO DE AGUA TECAMAC,27812778,89,6/10/2019 9:00,7,2201.596957,5/10/2019 10:13
1513,PORTAL CENTRO,27812779,23,6/10/2019 15:00,7,465.3869565,5/10/2019 11:18
3852,PLATEROS,27812780,33,6/10/2019 10:00,7,803.1969565,5/10/2019 9:02
3862,AZCAPOTZALCO,27812781,15,6/10/2019 9:00,7,460.4669565,5/10/2019 11:07
3845,UNIVERSIDAD,27812782,18,6/10/2019 12:00,7,786.8769565,5/10/2019 12:07
2079,CD. JARDIN,27812783,10,6/10/2019 12:00,7,317.5169565,5/10/2019 10:02
3852,PLATEROS,27812785,68,6/10/2019 11:00,7,1361.556957,5/10/2019 10:20
1513,PORTAL CENTRO,27812786,35,6/10/2019 13:00,7,1198.386957,5/10/2019 11:23
1203,SUPER PLAZA ECATEPEC,27812787,11,6/10/2019 12:00,7,314.3,5/10/2019 9:33
3862,AZCAPOTZALCO,27812788,25,6/10/2019 16:00,7,661.6169565,5/10/2019 12:26
3721,AVILA CAMACHO,27812789,26,6/10/2019 12:00,7,764.9669565,5/10/2019 12:32
1513,PORTAL CENTRO,27812790,24,6/10/2019 11:00,7,1285.066957,5/10/2019 11:42
1462,LERMA TOLUCA,27812791,26,6/10/2019 9:00,7,1181.426957,5/10/2019 11:22
3586,5 DE FEBRERO NORTE,27812792,35,6/10/2019 10:00,7,797.42,5/10/2019 12:20
1513,PORTAL CENTRO,27812793,21,6/10/2019 11:00,7,455.0369565,5/10/2019 11:54
1139,LA HUASTECA,27812794,36,6/10/2019 9:00,7,1139.986957,5/10/2019 11:07
2382,INTERLOMAS,27812796,31,6/10/2019 11:00,7,1428.626957,5/10/2019 12:36
2344,LOMAS,27812797,31,6/10/2019 10:00,7,2003.286957,5/10/2019 11:26
3878,NINO OBRERO,27812798,25,6/10/2019 21:00,7,804.9269565,5/10/2019 12:11
2670,TLALPAN,27812801,115,6/10/2019 10:00,7,2618.146957,5/10/2019 9:06
1513,PORTAL CENTRO,27812802,22,6/10/2019 11:00,7,619.2669565,5/10/2019 10:59
1513,PORTAL CENTRO,27812804,101,6/10/2019 12:00,7,2201.206957,5/10/2019 11:56
4154,PERINORTE,27812805,49,6/10/2019 13:00,7,1356.376957,5/10/2019 12:43
1203,SUPER PLAZA ECATEPEC,27812806,39,6/10/2019 11:00,7,1471.296957,5/10/2019 11:59
4048,MERIDA PENSIONES,27812807,24,6/10/2019 12:00,7,979.4469565,5/10/2019 11:29
3852,PLATEROS,27812808,8,6/10/2019 13:00,7,392,5/10/2019 9:13
1425,BAHIA DE BANDERAS,27812809,20,6/10/2019 11:00,7,508.6969565,5/10/2019 12:43
3877,TORRES DE LINDA VISTA,27812811,25,6/10/2019 9:00,7,176.7069565,5/10/2019 13:06
4155,TIJUANA 2000,27812813,2,6/10/2019 9:00,7,96.19695652,5/10/2019 12:38
3850,ECHEGARAY,27812814,53,6/10/2019 9:00,7,1563.266957,5/10/2019 10:13
3511,PORTAL TLALNEPANTLA,27812815,43,6/10/2019 8:00,7,1228.146957,5/10/2019 12:11
3877,TORRES DE LINDA VISTA,27812816,26,6/10/2019 20:00,7,655.2669565,5/10/2019 11:42
3721,AVILA CAMACHO,27812818,24,6/10/2019 10:00,7,571.3669565,5/10/2019 12:36
3863,PERIFERICO SUR,27812820,25,6/10/2019 19:00,7,785.2569565,5/10/2019 12:28
4071,PATRIA,27812821,45,6/10/2019 10:00,7,1478.29,5/10/2019 11:55
1512,TERCER MILENIO (ANILLO),27812822,2,6/10/2019 9:00,7,973.25,5/10/2019 13:23
2074,CARRETERA 57,27812824,14,6/10/2019 13:00,7,426.2769565,5/10/2019 12:59
383,PUERTA TLATELOLCO,27812825,5,6/10/2019 9:00,7,223.0869565,5/10/2019 12:18
3588,PARAISO CUERNAVACA,27812826,1,6/10/2019 21:00,7,19.9,5/10/2019 13:26
2356,QUERETARO,27812827,13,6/10/2019 10:00,7,262.5569565,5/10/2019 13:09
3862,AZCAPOTZALCO,27812828,6,6/10/2019 9:00,7,197.2869565,5/10/2019 12:43
3878,NINO OBRERO,27812831,2,6/10/2019 10:00,7,78.15695652,5/10/2019 12:43
1513,PORTAL CENTRO,27812832,36,6/10/2019 11:00,7,971.3069565,5/10/2019 11:07
3061,PACHUCA,27812833,48,6/10/2019 13:00,7,889.91,5/10/2019 12:43
1513,PORTAL CENTRO,27812834,18,6/10/2019 13:00,7,539.6769565,5/10/2019 13:17
3511,PORTAL TLALNEPANTLA,27812835,33,6/10/2019 10:00,7,1454.706957,5/10/2019 12:52
2033,PLAZA ORIENTE,27812836,17,6/10/2019 11:00,7,543.1669565,5/10/2019 11:45
2989,VALLE REAL,27812837,31,6/10/2019 9:00,7,653.9369565,5/10/2019 12:21
5749,PLAZA DE TOROS,27812838,33,6/10/2019 11:00,7,589.55,5/10/2019 11:28
2384,LABNA CANCUN I,27812839,25,6/10/2019 10:00,7,890.1869565,5/10/2019 10:14
1513,PORTAL CENTRO,27812840,49,6/10/2019 12:00,7,1123.076957,5/10/2019 11:58
1513,PORTAL CENTRO,27812843,8,6/10/2019 18:00,7,400.5769565,5/10/2019 12:52
1512,TERCER MILENIO (ANILLO),27812844,4,6/10/2019 9:00,7,1235.88,5/10/2019 13:35
2670,TLALPAN,27812845,18,6/10/2019 10:00,7,380.9869565,5/10/2019 13:28
1203,SUPER PLAZA ECATEPEC,27812848,17,6/10/2019 20:00,7,586.49,5/10/2019 13:37
4191,Lago de Guadalupe,27812849,3,6/10/2019 11:00,7,204.0069565,5/10/2019 13:28
3505,POLIGONO SUR,27812851,33,6/10/2019 9:00,7,948.02,5/10/2019 13:03
2384,LABNA CANCUN I,27812852,63,6/10/2019 9:00,7,1635.906957,5/10/2019 14:02
1513,PORTAL CENTRO,27812853,34,6/10/2019 13:00,7,965.7369565,5/10/2019 13:15
2345,TEPEYAC,27812854,52,6/10/2019 9:00,7,1468.306957,5/10/2019 13:10
3061,PACHUCA,27812855,64,6/10/2019 10:00,7,1415.686957,5/10/2019 13:06
2342,VALLARTA,27812856,35,6/10/2019 13:00,7,947.0269565,5/10/2019 12:43
1032,LOMAS VERDES,27812858,63,6/10/2019 10:00,7,1803.806957,5/10/2019 12:28
2431,SAN LUIS POTOSI,27812860,59,6/10/2019 10:00,7,984.5269565,5/10/2019 12:54
3872,BALBUENA,27812861,85,6/10/2019 11:00,7,1606.206957,5/10/2019 12:43
2463,VERACRUZ,27812862,11,6/10/2019 16:00,7,210.84,5/10/2019 14:02
2735,LA CRUZ,27812863,85,6/10/2019 8:00,7,1885.536957,5/10/2019 11:29
2284,COFRADIAS,27812864,45,6/10/2019 9:00,7,1731.576957,5/10/2019 13:40
4012,JARDINES DEL SOL,27812865,45,6/10/2019 9:00,7,926.2369565,5/10/2019 13:37
2670,TLALPAN,27812866,38,6/10/2019 10:00,7,964.9169565,5/10/2019 12:00
1067,ACAPULCO DIAMANTE,27812867,6,6/10/2019 10:00,7,265.3069565,5/10/2019 12:47
3852,PLATEROS,27812869,21,6/10/2019 10:00,7,1412.856957,5/10/2019 13:12
3721,AVILA CAMACHO,27812870,33,6/10/2019 10:00,7,930.6769565,5/10/2019 13:04
4018,SANTA MARIA COACALCO,27812871,94,6/10/2019 16:00,7,2131.266957,5/10/2019 13:00
3586,5 DE FEBRERO NORTE,27812873,16,6/10/2019 10:00,7,317.5169565,5/10/2019 13:34
2676,LA FE,27812874,10,6/10/2019 10:00,7,793.9269565,5/10/2019 13:41
3241,PLAZA VALLE,27812875,33,6/10/2019 10:00,7,628.2469565,5/10/2019 13:16
3586,5 DE FEBRERO NORTE,27812876,51,6/10/2019 10:00,7,1368.476957,5/10/2019 11:50
2464,MIRAMONTES,27812877,24,6/10/2019 8:00,7,375.2769565,5/10/2019 13:42
1513,PORTAL CENTRO,27812878,11,6/10/2019 12:00,7,315.7869565,5/10/2019 12:01
3861,REVOLUCION,27812879,1,6/10/2019 9:00,7,1256.876957,5/10/2019 13:35
3845,UNIVERSIDAD,27812880,46,6/10/2019 13:00,7,1497.476957,5/10/2019 13:18
1203,SUPER PLAZA ECATEPEC,27812881,17,6/10/2019 20:00,7,586.49,5/10/2019 14:08
1513,PORTAL CENTRO,27812882,8,6/10/2019 14:00,7,312.4169565,5/10/2019 13:46
1027,SENDERO,27812883,49,6/10/2019 9:00,7,1089.72,5/10/2019 12:58
3851,AEROPUERTO,27812884,15,6/10/2019 9:00,7,355.5069565,5/10/2019 13:40
3851,AEROPUERTO,27812885,15,6/10/2019 18:00,7,396.1469565,5/10/2019 13:55
2345,TEPEYAC,27812886,51,6/10/2019 9:00,7,1326.656957,5/10/2019 14:00
2349,ACAPULCO,27812887,31,6/10/2019 8:00,7,1330.71,5/10/2019 13:07
1513,PORTAL CENTRO,27812888,43,6/10/2019 17:00,7,1111.556957,5/10/2019 14:03
1130,BELISARIO DOMINGUEZ,27812889,88,6/10/2019 9:00,7,2269.276957,5/10/2019 11:08
3857,VILLA COAPA,27812890,2,6/10/2019 21:00,7,171.55,5/10/2019 13:54
1512,TERCER MILENIO (ANILLO),27812891,14,6/10/2019 9:00,7,764.22,5/10/2019 13:56
4628,LAS ANTENAS,27812892,10,6/10/2019 13:00,7,339.0869565,5/10/2019 13:51
3886,LAS ANIMAS,27812893,33,6/10/2019 13:00,7,853.5269565,5/10/2019 11:33
4048,MERIDA PENSIONES,27812894,17,6/10/2019 12:00,7,283.5669565,5/10/2019 14:25
1203,SUPER PLAZA ECATEPEC,27812895,17,6/10/2019 20:00,7,586.49,5/10/2019 13:56
3588,PARAISO CUERNAVACA,27812897,34,6/10/2019 10:00,7,737.8469565,5/10/2019 13:42
1203,SUPER PLAZA ECATEPEC,27812898,17,6/10/2019 20:00,7,586.49,5/10/2019 13:29
3846,BUENAVISTA,27812900,14,6/10/2019 9:00,7,443.1769565,5/10/2019 13:20
3263,PILARES,27812901,3,6/10/2019 15:00,7,204.32,5/10/2019 13:52
1203,SUPER PLAZA ECATEPEC,27812902,17,6/10/2019 20:00,7,586.49,5/10/2019 13:45
1512,TERCER MILENIO (ANILLO),27812903,2,6/10/2019 9:00,7,504.95,5/10/2019 14:17
1054,COLIMA NORTE,27812904,42,6/10/2019 9:00,7,1106.106957,5/10/2019 12:55
2347,TLAHUAC,27812905,13,6/10/2019 19:00,7,460.5169565,5/10/2019 13:54
1513,PORTAL CENTRO,27812907,35,6/10/2019 13:00,7,1513.236957,5/10/2019 12:58
1423,SANTA ELENA,27812908,39,6/10/2019 13:00,7,878.84,5/10/2019 14:01
