Det,etie_nomtienda_0,ID pedido,Sum_Cant piezas,Fecha de entrega,Estatus,Venta Neta,Fin de captura
1083,BARRANCA DEL MUERTO,27830041,283,7/10/2019 17:00,7,3304.336957,7/10/2019 11:02
3263,PILARES,27830043,24,7/10/2019 19:00,7,352.0269565,7/10/2019 11:03
3588,PARAISO CUERNAVACA,27830045,24,7/10/2019 19:00,7,657.8369565,7/10/2019 11:02
3852,PLATEROS,27830047,23,7/10/2019 20:00,7,1224.506957,7/10/2019 11:04
1032,LOMAS VERDES,27830049,53,7/10/2019 19:00,7,1987.976957,7/10/2019 11:02
4139,CAMPECHE,27830051,30,7/10/2019 14:00,7,1575.976957,7/10/2019 11:04
3863,PERIFERICO SUR,27830053,65,7/10/2019 15:00,7,1926.816957,7/10/2019 11:03
3721,AVILA CAMACHO,27830054,39,7/10/2019 17:00,7,1615.526957,7/10/2019 11:04
3852,PLATEROS,27830086,8,7/10/2019 16:00,7,253.7569565,7/10/2019 11:06
4628,LAS ANTENAS,27830092,20,7/10/2019 20:00,7,337.2269565,7/10/2019 11:07
3863,PERIFERICO SUR,27830093,19,7/10/2019 14:00,7,777.1469565,7/10/2019 11:05
3846,BUENAVISTA,27830094,25,7/10/2019 18:00,7,1116.666957,7/10/2019 11:05
2382,INTERLOMAS,27830096,27,7/10/2019 14:00,7,1092.036957,7/10/2019 11:05
2384,LABNA CANCUN I,27830098,45,7/10/2019 14:00,7,1379.706957,7/10/2019 11:05
2466,CUITLAHUAC,27830099,50,7/10/2019 15:00,7,2045.156957,7/10/2019 11:05
1139,LA HUASTECA,27830100,39,7/10/2019 14:00,7,961.69,7/10/2019 11:07
2211,MAHATMA GANDHI,27830152,45,7/10/2019 14:00,7,767.5869565,7/10/2019 11:10
2034,LAS TORRES,27830153,32,7/10/2019 15:00,7,904.5769565,7/10/2019 11:10
3852,PLATEROS,27830155,47,7/10/2019 14:00,7,1464.646957,7/10/2019 11:09
3886,LAS ANIMAS,27830156,38,7/10/2019 18:00,7,807.9769565,7/10/2019 11:08
1621,LA ANTORCHA,27830157,113,7/10/2019 15:00,7,2368.256957,7/10/2019 11:10
2670,TLALPAN,27830159,1,7/10/2019 15:00,7,83,7/10/2019 11:13
3114,CUMBRES,27830161,50,7/10/2019 14:00,7,3750,7/10/2019 11:13
2433,TORRES LANDA,27830163,6,7/10/2019 14:00,7,236.0369565,7/10/2019 11:13
3850,ECHEGARAY,27830164,37,7/10/2019 15:00,7,1975.226957,7/10/2019 11:12
3846,BUENAVISTA,27830165,14,7/10/2019 16:00,7,543.6069565,7/10/2019 11:12
2989,VALLE REAL,27830166,17,7/10/2019 19:00,7,265.6469565,7/10/2019 11:12
2644,PATIO TLALPAN,27830167,23,7/10/2019 14:00,7,463.8969565,7/10/2019 11:12
1022,LOPEZ MATEOS,27830168,11,7/10/2019 16:00,7,319.5169565,7/10/2019 11:13
2382,INTERLOMAS,27830170,33,7/10/2019 15:00,7,966.9569565,7/10/2019 11:11
3846,BUENAVISTA,27830171,25,7/10/2019 14:00,7,1425.856957,7/10/2019 11:13
1195,GALERIAS LAS TORRES,27830172,19,7/10/2019 14:00,7,675.7769565,7/10/2019 11:12
2346,AGUASCALIENTES,27830173,16,7/10/2019 20:00,7,708.5769565,7/10/2019 11:13
2384,LABNA CANCUN I,27830174,25,7/10/2019 20:00,7,661.2869565,7/10/2019 11:11
5749,PLAZA DE TOROS,27830175,45,7/10/2019 18:00,7,1979.296957,7/10/2019 11:13
4546,ZACATECAS,27830176,32,7/10/2019 14:00,7,2127.356957,7/10/2019 11:13
3504,AV JESUS DEL MONTE,27830177,62,7/10/2019 16:00,7,2493.876957,7/10/2019 11:12
2382,INTERLOMAS,27830179,45,7/10/2019 14:00,7,1592.376957,7/10/2019 11:13
4547,EDUARDO MOLINA,27830181,90,7/10/2019 17:00,7,1973.576957,7/10/2019 11:13
3504,AV JESUS DEL MONTE,27830183,146,7/10/2019 15:00,7,3662.646957,7/10/2019 11:11
2034,LAS TORRES,27830230,4,7/10/2019 21:00,7,336.92,7/10/2019 11:15
3862,AZCAPOTZALCO,27830232,2,7/10/2019 17:00,7,341.38,7/10/2019 11:16
3872,BALBUENA,27830233,12,7/10/2019 14:00,7,536.0069565,7/10/2019 11:14
3909,CORDOBA,27830234,13,7/10/2019 14:00,7,483.3669565,7/10/2019 11:14
3845,UNIVERSIDAD,27830235,10,7/10/2019 14:00,7,552.7469565,7/10/2019 11:16
1015,IRAPUATO,27830237,29,7/10/2019 14:00,7,467.4669565,7/10/2019 11:15
1770,PATIO SANTA FE,27830240,12,7/10/2019 19:00,7,210.0769565,7/10/2019 11:16
3263,PILARES,27830242,16,7/10/2019 14:00,7,265.8,7/10/2019 11:17
2344,LOMAS,27830244,20,7/10/2019 19:00,7,366.5469565,7/10/2019 11:15
3945,AVENIDA CENTRAL,27830247,23,7/10/2019 16:00,7,1183.726957,7/10/2019 11:15
2446,AVERANDA,27830248,20,7/10/2019 16:00,7,925.6569565,7/10/2019 11:14
1622,GOMEZ MORIN,27830249,53,7/10/2019 16:00,7,2365.203913,7/10/2019 11:15
1403,CHAPALA,27830250,31,7/10/2019 14:00,7,1967.266957,7/10/2019 11:14
1613,PLAYAS DE TIJUANA,27830251,24,7/10/2019 14:00,7,553.8869565,7/10/2019 11:16
2380,CD OBREGON,27830253,30,7/10/2019 15:00,7,1346.506957,7/10/2019 11:15
2090,ANGELOPOLIS,27830255,19,7/10/2019 20:00,7,720.0569565,7/10/2019 11:16
3263,PILARES,27830256,21,7/10/2019 16:00,7,2642.046957,7/10/2019 11:16
2382,INTERLOMAS,27830257,35,7/10/2019 14:00,7,1100.086957,7/10/2019 11:15
2344,LOMAS,27830260,43,7/10/2019 16:00,7,1557.226957,7/10/2019 11:16
3854,PIRULES,27830261,22,7/10/2019 16:00,7,550.0969565,7/10/2019 11:16
2378,TAMPICO,27830262,34,7/10/2019 14:00,7,1293.096957,7/10/2019 11:16
2044,VALLE ORIENTE,27830263,19,7/10/2019 15:00,7,1293.476957,7/10/2019 11:17
2345,TEPEYAC,27830264,25,7/10/2019 19:00,7,804.6869565,7/10/2019 11:17
3863,PERIFERICO SUR,27830265,84,7/10/2019 15:00,7,1601.496957,7/10/2019 11:14
2377,CIUDAD JUAREZ,27830266,1,7/10/2019 13:00,7,171.6369565,7/10/2019 11:17
2034,LAS TORRES,27830268,7,7/10/2019 18:00,7,209,7/10/2019 11:17
3864,REFORMA,27830269,2,7/10/2019 18:00,7,200.86,7/10/2019 11:17
3061,PACHUCA,27830271,9,7/10/2019 15:00,7,769.1869565,7/10/2019 11:17
1622,GOMEZ MORIN,27830272,10,7/10/2019 14:00,7,598.3469565,7/10/2019 11:17
3863,PERIFERICO SUR,27830274,8,7/10/2019 14:00,7,125.7869565,7/10/2019 11:18
3721,AVILA CAMACHO,27830275,9,7/10/2019 17:00,7,351.1669565,7/10/2019 11:17
3852,PLATEROS,27830276,13,7/10/2019 17:00,7,413.0369565,7/10/2019 11:19
5749,PLAZA DE TOROS,27830277,15,7/10/2019 15:00,7,497.2869565,7/10/2019 11:17
2034,LAS TORRES,27830278,5,7/10/2019 18:00,7,353.03,7/10/2019 11:19
2033,PLAZA ORIENTE,27830279,31,7/10/2019 14:00,7,1065.886957,7/10/2019 11:17
3721,AVILA CAMACHO,27830281,33,7/10/2019 18:00,7,947.8569565,7/10/2019 11:18
2644,PATIO TLALPAN,27830282,28,7/10/2019 19:00,7,553.4269565,7/10/2019 11:17
3861,REVOLUCION,27830283,18,7/10/2019 14:00,7,422.5169565,7/10/2019 11:17
2670,TLALPAN,27830284,37,7/10/2019 15:00,7,827.8369565,7/10/2019 11:17
3504,AV JESUS DEL MONTE,27830285,37,7/10/2019 14:00,7,1402.576957,7/10/2019 11:18
2989,VALLE REAL,27830287,30,7/10/2019 19:00,7,750.17,7/10/2019 11:17
2463,VERACRUZ,27830289,35,7/10/2019 18:00,7,1041.626957,7/10/2019 11:18
1770,PATIO SANTA FE,27830290,54,7/10/2019 15:00,7,1287.156957,7/10/2019 11:17
1107,IXTAPALUCA,27830292,65,7/10/2019 15:00,7,1536.876957,7/10/2019 11:17
3877,TORRES DE LINDA VISTA,27830293,51,7/10/2019 17:00,7,1071.716957,7/10/2019 11:19
3862,AZCAPOTZALCO,27830294,19,7/10/2019 14:00,7,309.3069565,7/10/2019 11:18
2382,INTERLOMAS,27830296,88,7/10/2019 15:00,7,1325.566957,7/10/2019 11:17
3504,AV JESUS DEL MONTE,27830297,47,7/10/2019 15:00,7,1695.626957,7/10/2019 11:17
2644,PATIO TLALPAN,27830298,18,7/10/2019 15:00,7,465.3969565,7/10/2019 11:20
2378,TAMPICO,27830301,12,7/10/2019 15:00,7,344.17,7/10/2019 11:19
2644,PATIO TLALPAN,27830303,2,7/10/2019 17:00,7,57.62,7/10/2019 11:19
1107,IXTAPALUCA,27830304,19,7/10/2019 15:00,7,1373.006957,7/10/2019 11:19
5765,LAS AMERICAS,27830305,28,7/10/2019 19:00,7,758.7469565,7/10/2019 11:19
2989,VALLE REAL,27830306,35,7/10/2019 20:00,7,1153.106957,7/10/2019 11:19
1801,CIUDAD JUDICIAL,27830307,67,7/10/2019 15:00,7,1719.836957,7/10/2019 11:18
2670,TLALPAN,27830309,38,7/10/2019 21:00,7,1169.01,7/10/2019 11:18
3511,PORTAL TLALNEPANTLA,27830311,26,7/10/2019 14:00,7,744.6969565,7/10/2019 11:19
3586,5 DE FEBRERO NORTE,27830312,92,7/10/2019 16:00,7,2729.726957,7/10/2019 11:18
3886,LAS ANIMAS,27830313,64,7/10/2019 18:00,7,1503.886957,7/10/2019 11:18
3909,CORDOBA,27830314,49,7/10/2019 15:00,7,1843.426957,7/10/2019 11:19
2044,VALLE ORIENTE,27830335,1,7/10/2019 16:00,7,3016.086957,7/10/2019 11:20
1770,PATIO SANTA FE,27830336,12,7/10/2019 16:00,7,459.8969565,7/10/2019 11:20
2379,CULIACAN,27830337,2,7/10/2019 15:00,7,67.80695652,7/10/2019 11:21
3848,TAXQUENA,27830339,1,7/10/2019 16:00,7,101.72,7/10/2019 11:22
4048,MERIDA PENSIONES,27830340,2,7/10/2019 16:00,7,79.70695652,7/10/2019 11:22
3863,PERIFERICO SUR,27830341,8,7/10/2019 14:00,7,316.0169565,7/10/2019 11:20
3851,AEROPUERTO,27830342,12,7/10/2019 18:00,7,559.1769565,7/10/2019 11:21
1801,CIUDAD JUDICIAL,27830343,9,7/10/2019 14:00,7,406.6369565,7/10/2019 11:20
3861,REVOLUCION,27830344,38,7/10/2019 17:00,7,963.3869565,7/10/2019 11:20
1770,PATIO SANTA FE,27830346,22,7/10/2019 15:00,7,727.6869565,7/10/2019 11:22
1622,GOMEZ MORIN,27830347,30,7/10/2019 14:00,7,826.8169565,7/10/2019 11:20
3872,BALBUENA,27830349,21,7/10/2019 16:00,7,512.6269565,7/10/2019 11:20
4139,CAMPECHE,27830352,45,7/10/2019 14:00,7,844.2269565,7/10/2019 11:22
2053,BLVD COLOSIO,27830353,27,7/10/2019 13:00,7,1196.886957,7/10/2019 11:20
1460,CUEMANCO,27830356,55,7/10/2019 14:00,7,1117.216957,7/10/2019 11:20
2466,CUITLAHUAC,27830357,37,7/10/2019 15:00,7,896.5769565,7/10/2019 11:20
4549,LOS MOCHIS,27830358,42,7/10/2019 13:00,7,1302.616957,7/10/2019 11:20
2689,FELIX CUEVAS,27830359,37,7/10/2019 15:00,7,1472.266957,7/10/2019 11:21
1580,EL ROSARIO,27830362,63,7/10/2019 15:00,7,1202.45,7/10/2019 11:20
3853,SAN MANUEL,27830363,14,7/10/2019 15:00,7,680.7169565,7/10/2019 11:22
1195,GALERIAS LAS TORRES,27830367,47,7/10/2019 14:00,7,940.5469565,7/10/2019 11:20
2431,SAN LUIS POTOSI,27830369,41,7/10/2019 17:00,7,1020.736957,7/10/2019 11:21
2380,CD OBREGON,27830371,20,7/10/2019 15:00,7,572.0869565,7/10/2019 11:22
2733,PONIENTE,27830372,29,7/10/2019 14:00,7,503.3869565,7/10/2019 11:22
1130,BELISARIO DOMINGUEZ,27830410,5,7/10/2019 15:00,7,247.65,7/10/2019 11:23
1107,IXTAPALUCA,27830411,10,7/10/2019 15:00,7,1891.086957,7/10/2019 11:23
2464,MIRAMONTES,27830412,12,7/10/2019 17:00,7,485.9469565,7/10/2019 11:25
3852,PLATEROS,27830415,4,7/10/2019 14:00,7,240.2269565,7/10/2019 11:25
3895,TEPIC,27830418,13,7/10/2019 16:00,7,499.1769565,7/10/2019 11:23
3845,UNIVERSIDAD,27830419,32,7/10/2019 14:00,7,523.9169565,7/10/2019 11:23
1770,PATIO SANTA FE,27830420,8,7/10/2019 15:00,7,119.4469565,7/10/2019 11:23
2344,LOMAS,27830422,18,7/10/2019 16:00,7,563.6069565,7/10/2019 11:24
2356,QUERETARO,27830424,7,7/10/2019 19:00,7,345.4169565,7/10/2019 11:25
1016,MERIDA NORTE,27830425,23,7/10/2019 15:00,7,478.0169565,7/10/2019 11:25
3504,AV JESUS DEL MONTE,27830426,32,7/10/2019 14:00,7,995.6769565,7/10/2019 11:25
3721,AVILA CAMACHO,27830427,15,7/10/2019 18:00,7,446.1769565,7/10/2019 11:24
3847,SATELITE,27830429,18,7/10/2019 14:00,7,808.8669565,7/10/2019 11:25
5749,PLAZA DE TOROS,27830430,15,7/10/2019 14:00,7,507.63,7/10/2019 11:25
1016,MERIDA NORTE,27830431,23,7/10/2019 14:00,7,726.74,7/10/2019 11:23
1804,MACRO PLAZA OAXACA,27830432,15,7/10/2019 15:00,7,738.9169565,7/10/2019 11:25
2384,LABNA CANCUN I,27830433,56,7/10/2019 17:00,7,733.8369565,7/10/2019 11:24
2670,TLALPAN,27830434,24,7/10/2019 15:00,7,752.5969565,7/10/2019 11:24
3554,MIL CUMBRES,27830435,42,7/10/2019 14:00,7,1509.306957,7/10/2019 11:25
3848,TAXQUENA,27830438,67,7/10/2019 15:00,7,2951.156957,7/10/2019 11:24
1003,PLAYA DEL CARMEN,27830440,2,7/10/2019 18:00,7,170.68,7/10/2019 11:27
2463,VERACRUZ,27830443,6,7/10/2019 14:00,7,182.0869565,7/10/2019 11:26
3852,PLATEROS,27830444,6,7/10/2019 19:00,7,239.3669565,7/10/2019 11:26
2344,LOMAS,27830448,21,7/10/2019 16:00,7,903.7169565,7/10/2019 11:26
3852,PLATEROS,27830449,15,7/10/2019 20:00,7,345.8169565,7/10/2019 11:27
383,PUERTA TLATELOLCO,27830450,19,7/10/2019 14:00,7,550.0969565,7/10/2019 11:26
2380,CD OBREGON,27830453,27,7/10/2019 17:00,7,805.5369565,7/10/2019 11:27
3721,AVILA CAMACHO,27830454,17,7/10/2019 18:00,7,372.74,7/10/2019 11:26
4048,MERIDA PENSIONES,27830456,25,7/10/2019 15:00,7,547.9969565,7/10/2019 11:27
2090,ANGELOPOLIS,27830458,29,7/10/2019 14:00,7,591.35,7/10/2019 11:26
3852,PLATEROS,27830460,29,7/10/2019 14:00,7,1317.946957,7/10/2019 11:28
3863,PERIFERICO SUR,27830461,39,7/10/2019 14:00,7,1584.676957,7/10/2019 11:28
3848,TAXQUENA,27830462,40,7/10/2019 14:00,7,1784.596957,7/10/2019 11:26
4157,PERIFERICO CUAUTITLAN,27830463,27,7/10/2019 14:00,7,529.1669565,7/10/2019 11:28
1801,CIUDAD JUDICIAL,27830465,17,7/10/2019 18:00,7,785.08,7/10/2019 11:29
1083,BARRANCA DEL MUERTO,27830466,58,7/10/2019 15:00,7,1404.726957,7/10/2019 11:26
3846,BUENAVISTA,27830467,47,7/10/2019 14:00,7,1978.066957,7/10/2019 11:28
2379,CULIACAN,27830470,43,7/10/2019 16:00,7,1569.256957,7/10/2019 11:28
2466,CUITLAHUAC,27830471,65,7/10/2019 17:00,7,1466.866957,7/10/2019 11:26
2644,PATIO TLALPAN,27830472,91,7/10/2019 16:00,7,2817.096957,7/10/2019 11:27
2344,LOMAS,27830474,109,7/10/2019 16:00,7,1925.946957,7/10/2019 11:28
2034,LAS TORRES,27830475,72,7/10/2019 16:00,7,2209.206957,7/10/2019 11:28
1067,ACAPULCO DIAMANTE,27830477,75,7/10/2019 15:00,7,2920.336957,7/10/2019 11:28
2344,LOMAS,27830479,38,7/10/2019 20:00,7,1223.736957,7/10/2019 11:28
2379,CULIACAN,27830480,55,7/10/2019 15:00,7,1249.076957,7/10/2019 11:28
4011,TIJUANA HIPODROMO,27830503,8,7/10/2019 12:00,7,787.9469565,7/10/2019 11:29
1580,EL ROSARIO,27830504,9,7/10/2019 20:00,7,352.8469565,7/10/2019 11:29
3863,PERIFERICO SUR,27830505,10,7/10/2019 21:00,7,2951.77,7/10/2019 11:30
3846,BUENAVISTA,27830507,21,7/10/2019 14:00,7,635.9569565,7/10/2019 11:29
4012,JARDINES DEL SOL,27830508,30,7/10/2019 16:00,7,883.3269565,7/10/2019 11:29
4012,JARDINES DEL SOL,27830510,16,7/10/2019 18:00,7,438.93,7/10/2019 11:29
2349,ACAPULCO,27830511,15,7/10/2019 21:00,7,783.05,7/10/2019 11:30
3747,PITILLAL,27830512,12,7/10/2019 14:00,7,435.6069565,7/10/2019 11:29
1203,SUPER PLAZA ECATEPEC,27830513,2,7/10/2019 14:00,7,266.8169565,7/10/2019 11:30
3845,UNIVERSIDAD,27830514,25,7/10/2019 16:00,7,721.0769565,7/10/2019 11:30
1404,GALERIAS SALTILLO,27830515,34,7/10/2019 15:00,7,1098.236957,7/10/2019 11:29
3790,METEPEC,27830516,12,7/10/2019 19:00,7,381.5269565,7/10/2019 11:30
3031,IRRIGACION,27830518,24,7/10/2019 14:00,7,824.3669565,7/10/2019 11:30
3852,PLATEROS,27830519,12,7/10/2019 16:00,7,693.6569565,7/10/2019 11:31
3718,EJERCITO MEXICANO,27830520,32,7/10/2019 13:00,7,2243.34,7/10/2019 11:30
1770,PATIO SANTA FE,27830521,15,7/10/2019 15:00,7,392.0469565,7/10/2019 11:31
2344,LOMAS,27830522,42,7/10/2019 16:00,7,1579.716957,7/10/2019 11:29
4549,LOS MOCHIS,27830524,32,7/10/2019 15:00,7,1159.136957,7/10/2019 11:29
4012,JARDINES DEL SOL,27830527,46,7/10/2019 19:00,7,839.5969565,7/10/2019 11:29
1580,EL ROSARIO,27830528,48,7/10/2019 18:00,7,1434.156957,7/10/2019 11:29
1003,PLAYA DEL CARMEN,27830529,67,7/10/2019 14:00,7,1112.926957,7/10/2019 11:29
2349,ACAPULCO,27830530,33,7/10/2019 14:00,7,1255.21,7/10/2019 11:31
1460,CUEMANCO,27830533,13,7/10/2019 16:00,7,365,7/10/2019 11:30
3846,BUENAVISTA,27830535,13,7/10/2019 15:00,7,438.7769565,7/10/2019 11:31
4071,PATRIA,27830536,37,7/10/2019 14:00,7,1416.946957,7/10/2019 11:31
3790,METEPEC,27830537,35,7/10/2019 14:00,7,1086.805217,7/10/2019 11:30
2446,AVERANDA,27830538,12,7/10/2019 18:00,7,374.06,7/10/2019 11:30
4547,EDUARDO MOLINA,27830539,42,7/10/2019 14:00,7,1358.536957,7/10/2019 11:31
2382,INTERLOMAS,27830541,32,7/10/2019 15:00,7,1629.526957,7/10/2019 11:32
2344,LOMAS,27830542,79,7/10/2019 16:00,7,1671.496957,7/10/2019 11:31
3886,LAS ANIMAS,27830543,354,7/10/2019 18:00,7,13789.46696,7/10/2019 11:30
2433,TORRES LANDA,27830546,2,7/10/2019 19:00,7,171.55,7/10/2019 11:32
3533,Parque Guadiana,27830549,7,7/10/2019 19:00,7,211.65,7/10/2019 11:32
2356,QUERETARO,27830550,13,7/10/2019 17:00,7,188.1,7/10/2019 11:33
3861,REVOLUCION,27830551,20,7/10/2019 15:00,7,568.1169565,7/10/2019 11:32
3069,LOS CABOS,27830553,10,7/10/2019 15:00,7,531.6469565,7/10/2019 11:33
3850,ECHEGARAY,27830554,8,7/10/2019 15:00,7,355.0269565,7/10/2019 11:34
5765,LAS AMERICAS,27830555,3,7/10/2019 15:00,7,22.48695652,7/10/2019 11:34
3845,UNIVERSIDAD,27830557,33,7/10/2019 14:00,7,391.4969565,7/10/2019 11:32
2464,MIRAMONTES,27830558,29,7/10/2019 15:00,7,651.1069565,7/10/2019 11:33
1462,LERMA TOLUCA,27830559,17,7/10/2019 16:00,7,718.1569565,7/10/2019 11:34
3852,PLATEROS,27830560,33,7/10/2019 18:00,7,840.8769565,7/10/2019 11:32
2448,PUNTA DEL ESTE,27830561,20,7/10/2019 15:00,7,560.3569565,7/10/2019 11:34
3790,METEPEC,27830562,39,7/10/2019 15:00,7,1980.246957,7/10/2019 11:33
2379,CULIACAN,27830563,21,7/10/2019 14:00,7,310.8469565,7/10/2019 11:33
2342,VALLARTA,27830565,27,7/10/2019 20:00,7,717.5569565,7/10/2019 11:34
3504,AV JESUS DEL MONTE,27830566,45,7/10/2019 15:00,7,1592.506957,7/10/2019 11:33
2344,LOMAS,27830569,35,7/10/2019 17:00,7,856.8669565,7/10/2019 11:33
1083,BARRANCA DEL MUERTO,27830570,37,7/10/2019 15:00,7,1164.366957,7/10/2019 11:32
3114,CUMBRES,27830571,33,7/10/2019 15:00,7,1060.906957,7/10/2019 11:34
2344,LOMAS,27830573,47,7/10/2019 16:00,7,1072.116957,7/10/2019 11:32
3850,ECHEGARAY,27830574,9,7/10/2019 15:00,7,266.4369565,7/10/2019 11:34
2034,LAS TORRES,27830576,54,7/10/2019 17:00,7,793.2269565,7/10/2019 11:34
3588,PARAISO CUERNAVACA,27830577,23,7/10/2019 15:00,7,1296.866957,7/10/2019 11:34
1613,PLAYAS DE TIJUANA,27830578,59,7/10/2019 13:00,7,1747.226957,7/10/2019 11:34
2466,CUITLAHUAC,27830580,4,7/10/2019 15:00,7,133.59,7/10/2019 11:34
2345,TEPEYAC,27830582,27,7/10/2019 15:00,7,1149.156957,7/10/2019 11:34
2382,INTERLOMAS,27830583,46,7/10/2019 15:00,7,1385.736957,7/10/2019 11:34
1770,PATIO SANTA FE,27830587,83,7/10/2019 15:00,7,2501.736957,7/10/2019 11:34
3909,CORDOBA,27830588,75,7/10/2019 15:00,7,3035.266957,7/10/2019 11:34
4048,MERIDA PENSIONES,27830613,37,7/10/2019 15:00,7,463.2669565,7/10/2019 11:36
2431,SAN LUIS POTOSI,27830614,1,7/10/2019 18:00,7,171.55,7/10/2019 11:36
1512,TERCER MILENIO (ANILLO),27830615,5,7/10/2019 15:00,7,121.77,7/10/2019 11:36
2382,INTERLOMAS,27830616,21,7/10/2019 15:00,7,783.2469565,7/10/2019 11:35
383,PUERTA TLATELOLCO,27830617,14,7/10/2019 15:00,7,291.1769565,7/10/2019 11:35
3878,NINO OBRERO,27830618,3,7/10/2019 15:00,7,98.71,7/10/2019 11:37
2670,TLALPAN,27830619,32,7/10/2019 15:00,7,684.6369565,7/10/2019 11:35
4628,LAS ANTENAS,27830620,7,7/10/2019 15:00,7,175.9969565,7/10/2019 11:36
2378,TAMPICO,27830622,21,7/10/2019 15:00,7,837.8269565,7/10/2019 11:37
3061,PACHUCA,27830623,7,7/10/2019 15:00,7,310.5269565,7/10/2019 11:37
3504,AV JESUS DEL MONTE,27830624,15,7/10/2019 15:00,7,679.4769565,7/10/2019 11:36
3069,LOS CABOS,27830625,17,7/10/2019 14:00,7,813.5569565,7/10/2019 11:37
2448,PUNTA DEL ESTE,27830627,20,7/10/2019 19:00,7,785.43,7/10/2019 11:37
2644,PATIO TLALPAN,27830630,9,7/10/2019 20:00,7,785.1169565,7/10/2019 11:37
1580,EL ROSARIO,27830631,30,7/10/2019 15:00,7,1857.746957,7/10/2019 11:36
1015,IRAPUATO,27830633,19,7/10/2019 15:00,7,237.3969565,7/10/2019 11:37
2375,TORREON,27830634,26,7/10/2019 16:00,7,1263.476957,7/10/2019 11:36
1003,PLAYA DEL CARMEN,27830636,32,7/10/2019 15:00,7,759.1969565,7/10/2019 11:36
2356,QUERETARO,27830638,56,7/10/2019 15:00,7,1429.546957,7/10/2019 11:36
2380,CD OBREGON,27830641,39,7/10/2019 17:00,7,1192.396957,7/10/2019 11:35
1770,PATIO SANTA FE,27830642,68,7/10/2019 15:00,7,2607.566957,7/10/2019 11:36
1584,ESPACIO ESMERALDA,27830643,94,7/10/2019 15:00,7,3338.206957,7/10/2019 11:35
4073,POLIGONO,27830680,1,7/10/2019 20:00,7,345,7/10/2019 11:38
1203,SUPER PLAZA ECATEPEC,27830687,10,7/10/2019 21:00,7,642.25,7/10/2019 11:39
3852,PLATEROS,27830688,16,7/10/2019 15:00,7,421.2969565,7/10/2019 11:39
1203,SUPER PLAZA ECATEPEC,27830691,13,7/10/2019 19:00,7,461.2969565,7/10/2019 11:39
2463,VERACRUZ,27830692,18,7/10/2019 15:00,7,479.3969565,7/10/2019 11:38
3864,REFORMA,27830694,32,7/10/2019 17:00,7,903.0069565,7/10/2019 11:39
1423,SANTA ELENA,27830695,7,7/10/2019 15:00,7,296.8769565,7/10/2019 11:39
4018,SANTA MARIA COACALCO,27830696,70,7/10/2019 15:00,7,697.8369565,7/10/2019 11:38
3845,UNIVERSIDAD,27830697,38,7/10/2019 21:00,7,1186.176957,7/10/2019 11:38
1027,SENDERO,27830699,36,7/10/2019 15:00,7,1038.946957,7/10/2019 11:39
4071,PATRIA,27830700,27,7/10/2019 15:00,7,1311.026957,7/10/2019 11:38
3504,AV JESUS DEL MONTE,27830702,28,7/10/2019 15:00,7,1203.936957,7/10/2019 11:38
2466,CUITLAHUAC,27830703,26,7/10/2019 15:00,7,620.94,7/10/2019 11:39
3846,BUENAVISTA,27830705,7,7/10/2019 16:00,7,285.8169565,7/10/2019 11:40
3588,PARAISO CUERNAVACA,27830708,40,7/10/2019 15:00,7,1441.736957,7/10/2019 11:39
3845,UNIVERSIDAD,27830709,63,7/10/2019 15:00,7,970.7969565,7/10/2019 11:39
3858,CUAJIMALPA,27830710,34,7/10/2019 15:00,7,1155.156957,7/10/2019 11:39
3790,METEPEC,27830711,40,7/10/2019 16:00,7,1032.976957,7/10/2019 11:38
1003,PLAYA DEL CARMEN,27830714,4,7/10/2019 15:00,7,223.1869565,7/10/2019 11:40
3861,REVOLUCION,27830718,16,7/10/2019 15:00,7,435.5569565,7/10/2019 11:40
3031,IRRIGACION,27830719,54,7/10/2019 16:00,7,1394.846957,7/10/2019 11:40
2735,LA CRUZ,27830720,38,7/10/2019 15:00,7,788.7669565,7/10/2019 11:40
3848,TAXQUENA,27830722,49,7/10/2019 15:00,7,1510.266957,7/10/2019 11:40
3909,CORDOBA,27830724,35,7/10/2019 16:00,7,1851.056957,7/10/2019 11:40
2380,CD OBREGON,27830725,61,7/10/2019 19:00,7,2547.556957,7/10/2019 11:38
2733,PONIENTE,27830726,2,7/10/2019 15:00,7,283.3269565,7/10/2019 11:40
2349,ACAPULCO,27830728,2,7/10/2019 15:00,7,171.56,7/10/2019 11:41
5749,PLAZA DE TOROS,27830729,40,7/10/2019 15:00,7,208.7669565,7/10/2019 11:41
2464,MIRAMONTES,27830730,50,7/10/2019 16:00,7,1308.456957,7/10/2019 11:42
2433,TORRES LANDA,27830731,9,7/10/2019 15:00,7,427.2769565,7/10/2019 11:41
1770,PATIO SANTA FE,27830732,1,7/10/2019 15:00,7,310.0569565,7/10/2019 11:42
5702,SANTIN,27830733,5,7/10/2019 15:00,7,192.2869565,7/10/2019 11:43
2349,ACAPULCO,27830734,21,7/10/2019 21:00,7,1184.11,7/10/2019 11:42
3554,MIL CUMBRES,27830735,29,7/10/2019 15:00,7,1198.516957,7/10/2019 11:41
3852,PLATEROS,27830737,17,7/10/2019 17:00,7,519.0469565,7/10/2019 11:41
1107,IXTAPALUCA,27830740,38,7/10/2019 21:00,7,949.93,7/10/2019 11:41
